# Rime user dictionary
#@/db_name	young_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	3923
#@/user_id	rime-android
a 	啊	c=2 d=0.636468 t=3923
kai yi ge 	开一个	c=1 d=0.121846 t=3923
kan 	看	c=8 d=1.27031 t=3923
kan bu liao 	看不了	c=1 d=0.0135009 t=3923
kan bu shang 	看不上	c=1 d=0.00207043 t=3923
kan chu lai 	看出来	c=1 d=0.00241755 t=3923
kan dao 	看到	c=0 d=0.1 t=252
kan dao zhe li le 	看到这里了	c=1 d=1 t=253
kan jian 	看见	c=1 d=1.3814e-07 t=3923
kan jian le 	看见了	c=1 d=0.231078 t=3923
kan jian le ma 	看见了吗	c=1 d=0.0788664 t=3923
kan kan 	看看	c=8 d=0.632597 t=3923
kan kan shu 	看看书	c=1 d=0.1764 t=3923
kan lai 	看来	c=1 d=1 t=256
kan lai ni 	看来你	c=0 d=0.0666977 t=3923
kan lai ni shi wan quan bu dong o 	看来你是完全不懂哦	c=1 d=0.67032 t=3923
kan le 	看了	c=3 d=0.694309 t=3923
kan ming tian 	看明天	c=1 d=0.00190171 t=3923
kan peng you quan 	看朋友圈	c=1 d=6.65595e-06 t=3923
kan shou 	看手	c=1 d=0.786628 t=3923
kan xia 	看下	c=5 d=0.718924 t=3923
kan zhe 	看着	c=1 d=0.810584 t=3923
kan zhe ge 	看这个	c=1 d=0.140858 t=3923
kang 	扛	c=0 d=0.000481991 t=3923
kang ni ma 	扛你妈	c=1 d=0.00484407 t=3923
kao 	靠	c=1 d=0.433874 t=3923
kao de 	考得	c=1 d=0.744532 t=3923
kao liang 	考量	c=1 d=0.110251 t=3923
kao lv 	考虑	c=2 d=0.976254 t=3923
ke 	可	c=1 d=1.58899e-07 t=3923
ke bian ji 	可编辑	c=1 d=0.00423234 t=3923
ke dei 	可得	c=1 d=0.927743 t=3923
ke hu 	客户	c=1 d=0.628135 t=3923
ke hu duan 	客户端	c=1 d=0.00167826 t=3923
ke kong 	可控	c=2 d=0.003573 t=3923
ke neng 	可能	c=1 d=0.529935 t=3923
ke yi 	可以	c=15 d=2.01068 t=3923
ke yi le 	可以了	c=2 d=7.24816e-07 t=3923
ke yi mai 	可以买	c=1 d=0.0123389 t=3923
ke yi zuo 	可以做	c=1 d=0.209088 t=3923
ke zhi 	克制	c=0 d=0.1 t=257
ke zhi yi xia 	克制一下	c=1 d=1 t=258
kong 	空	c=2 d=0.000393735 t=3923
kong dan 	空但	c=1 d=0.0169075 t=3923
kong jian 	空间	c=3 d=1.04394 t=3923
kong zhi 	控制	c=3 d=0.0319048 t=3923
kong zhi 	空值	c=1 d=6.50731e-05 t=3923
kong zhi qi 	控制器	c=1 d=0.00204983 t=3923
kou le 	扣了	c=1 d=0.431711 t=3923
kou zi 	口子	c=1 d=0.0992613 t=3923
ku 	哭	c=1 d=0.00283702 t=3923
ku 	库	c=3 d=1.47718 t=3923
ku 	苦	c=1 d=0.00285124 t=3923
ku 	裤	c=1 d=0.142987 t=3923
ku li 	库里	c=0 d=0.0529935 t=3923
ku li mian 	库里面	c=1 d=0.532592 t=3923
kua jing 	跨境	c=2 d=1.07054 t=3923
kua yu 	跨域	c=1 d=0.000800719 t=3923
kuai 	块	c=2 d=0.827923 t=3923
kuai 	快	c=2 d=0.207651 t=3923
kuai dian 	快点	c=1 d=0.763379 t=3923
kuai kuai 	快快	c=1 d=0.499074 t=3923
kuai su 	快速	c=1 d=2.62613e-06 t=3923
kuang 	框	c=0 d=0.00278757 t=3923
kuang jia 	框架	c=2 d=1.43321 t=3923
la 	拉	c=1 d=0.000124028 t=3923
lai 	来	c=5 d=0.676218 t=3923
lai bu ji 	来不及	c=1 d=1 t=3663
lai hui 	来回	c=1 d=0.767206 t=3923
lai ji ba 	来几把	c=1 d=0.0342181 t=3923
lai lai lai 	来来来	c=2 d=0.0320153 t=3923
lai le 	来了	c=1 d=0.474772 t=3923
lai ma 	来嘛	c=1 d=0.00812682 t=3923
lai yuan 	来源	c=1 d=0.856415 t=3923
lan de 	懒得	c=2 d=0.444804 t=3923
lan jie 	拦截	c=1 d=0.594521 t=3923
lan jie qi 	拦截器	c=1 d=0.00680566 t=3923
lan se 	蓝色	c=4 d=0.0735383 t=3923
lan ya 	蓝牙	c=2 d=0.250875 t=3923
lang du 	朗读	c=1 d=0.225373 t=3923
lao 	老	c=0 d=0.0985132 t=3923
lao ban 	老板	c=1 d=0.83588 t=3923
lao chang 	老长	c=1 d=1 t=3673
lao ge 	老哥	c=2 d=1.06447 t=3923
lao jiu cai 	老韭菜	c=1 d=8.87222e-05 t=3923
lao shi fu 	老师傅	c=1 d=0.99005 t=3923
lao yin bi 	老阴逼	c=1 d=0.0320647 t=3923
lao yong hu 	老用户	c=1 d=0.010358 t=3923
le 	乐	c=0 d=0.0458406 t=3923
le 	了	c=113 d=8.61742 t=3923
le ba 	了吧	c=4 d=0.0374453 t=3923
le ge 	了个	c=0 d=5.80138e-08 t=3923
le ma 	了吗	c=5 d=0.0821508 t=3923
le ne 	了呢	c=1 d=0.740818 t=3923
le wo 	乐我	c=1 d=0.00121866 t=3923
le ya 	了呀	c=1 d=0.0112769 t=3923
le yi tian 	了一天	c=0 d=2.37622e-07 t=3923
le yu hu yu 	乐娱互娱	c=2 d=0.000728625 t=3923
lei jia 	累加	c=1 d=4.26602e-08 t=3923
lei si 	类似	c=2 d=0.0536647 t=3923
lei xing 	类型	c=3 d=0.212353 t=3923
leng 	冷	c=1 d=0.451581 t=3923
li 	李	c=0 d=0.0878095 t=3923
li 	离	c=1 d=0.506617 t=3923
li cai 	理财	c=1 d=0.666977 t=3923
li ji 	立即	c=1 d=4.54077e-07 t=3923
li jia 	离家	c=1 d=0.579842 t=3923
li jie 	理解	c=2 d=0.965605 t=3923
li ma 	立马	c=2 d=0.00786781 t=3923
li mian 	里面	c=3 d=0.73943 t=3923
li mian ba 	里面把	c=1 d=3.86873e-05 t=3923
li shan shan 	李珊珊	c=1 d=0.882497 t=3923
li yong 	利用	c=0 d=0.0130029 t=3923
li yong qi lai 	利用起来	c=1 d=0.13068 t=3923
li zi 	例子	c=2 d=0.0162466 t=3923
lian 	脸	c=1 d=0.847894 t=3923
lian 	链	c=0 d=0.00174224 t=3923
lian dong 	联动	c=2 d=3.56067e-05 t=3923
lian ji 	联机	c=1 d=0.0190631 t=3923
lian jie 	连接	c=3 d=0.139457 t=3923
lian jie 	链接	c=1 d=0.00606634 t=3923
lian jie chi 	连接池	c=2 d=0.0140139 t=3923
lian le 	练了	c=1 d=0.66034 t=3923
lian shi 	链式	c=1 d=0.0450492 t=3923
lian tiao 	联调	c=1 d=4.2756e-05 t=3923
lian xi 	练习	c=0 d=0.0474734 t=3923
lian xi 	联系	c=0 d=0.0666977 t=3923
lian xi ren 	联系人	c=1 d=4.82155e-07 t=3923
lian xu 	连续	c=1 d=0.955997 t=3923
liang 	两	c=1 d=0.0203434 t=3923
liang ge 	两个	c=2 d=0.394644 t=3923
liang ge ren 	两个人	c=1 d=8.10998e-07 t=3923
liang ge sheng chan zhe 	两个生产者	c=1 d=6.17501e-06 t=3923
liang ren 	两人	c=1 d=1 t=3677
liang tian 	两天	c=1 d=1.47417e-07 t=3923
liang wei 	两位	c=1 d=4.255e-07 t=3923
liang xiao 	量小	c=1 d=6.36307e-06 t=3923
liao 	了	c=0 d=0.1 t=3690
liao jie 	了解	c=1 d=0.67368 t=3923
liao tian 	聊天	c=3 d=0.198891 t=3923
liao tian shi 	聊天室	c=1 d=0.0149208 t=3923
liao tian shu ju tong ji 	聊天数据统计	c=1 d=5.04348e-07 t=3923
liao tian xiao xi 	聊天消息	c=1 d=0.000127168 t=3923
lie biao 	列表	c=6 d=0.0744532 t=3923
lie biao zi duan 	列表字段	c=1 d=0.00032882 t=3923
lie kai 	裂开	c=1 d=0.0867261 t=3923
lin shi 	临时	c=2 d=1.28779 t=3923
ling bu jian 	零部件	c=1 d=0.172907 t=3923
ling dian 	零点	c=1 d=6.67204e-05 t=3923
ling wai 	另外	c=2 d=1.38153 t=3923
ling zhi 	零值	c=1 d=0.075774 t=3923
liu 	六	c=1 d=1 t=280
liu 	刘	c=2 d=0.110181 t=3923
liu bu zhu 	留不住	c=1 d=8.82797e-05 t=3923
liu cheng 	流程	c=1 d=0.543351 t=3923
liu lan qi 	浏览器	c=5 d=0.00675529 t=3923
liu liang 	流量	c=4 d=0.275921 t=3923
liu shan 	刘禅	c=1 d=1 t=3923
liu sheng 	刘胜	c=1 d=0.114178 t=3923
lo 	咯	c=1 d=0.000105163 t=3923
long mao 	龙猫	c=1 d=0.00316691 t=3923
lou xia 	楼下	c=1 d=1 t=3699
lu da shi 	鲁大师	c=1 d=0.0599047 t=3923
lu jing 	路径	c=1 d=0.839457 t=3923
lu shang 	路上	c=1 d=0.588605 t=3923
lu you 	路由	c=2 d=0.00993685 t=3923
lu zhi 	录制	c=1 d=0.155673 t=3923
luan ma 	乱码	c=0 d=0.00824965 t=3923
luan ma le 	乱码了	c=1 d=0.08291 t=3923
lun tan 	论坛	c=1 d=0.275271 t=3923
luo ci 	裸辞	c=1 d=0.458406 t=3923
luo di 	落地	c=2 d=0.065063 t=3923
luo ji 	逻辑	c=2 d=1.87498e-05 t=3923
luo lie 	罗列	c=1 d=0.00400585 t=3923
luo luo 	洛洛	c=1 d=3.41472e-07 t=3923
luo ri 	落日	c=0 d=0.00323869 t=3923
luo ri si 	落日寺	c=1 d=0.0325493 t=3923
lv 	率	c=0 d=0.000150344 t=3923
lv bu 	吕布	c=1 d=0.786628 t=3923
ma 	吗	c=34 d=4.43814 t=3923
ma 	码	c=0 d=3.43125e-06 t=3923
ma fan 	麻烦	c=3 d=0.458415 t=3923
ma le 	吗了	c=1 d=0.0107269 t=3923
ma le 	麻了	c=1 d=0.000777459 t=3923
ma shang 	马上	c=0 d=0.071177 t=3923
ma shang ci zhi 	马上辞职	c=1 d=0.715338 t=3923
ma yun 	马云	c=1 d=0.271173 t=3923
mai 	买	c=2 d=0.022664 t=3923
mai 	迈	c=1 d=0.0335406 t=3923
mai che 	买车	c=2 d=0.226221 t=3923
mai de 	买的	c=1 d=0.0106734 t=3923
mai ge 	买个	c=1 d=0.394554 t=3923
mai ke feng 	麦克风	c=2 d=0.128376 t=3923
mai lai 	买来	c=1 d=0.0119742 t=3923
mai mai 	买卖	c=1 d=9.95351e-05 t=3923
man 	慢	c=1 d=1.40227e-07 t=3923
man 	满	c=1 d=0.00603608 t=3923
man cang 	满仓	c=0 d=0.0873716 t=3923
man cang jiu shi gan 	满仓就是干	c=1 d=0.878095 t=3923
man de 	慢得	c=1 d=0.612626 t=3923
mang huo 	忙活	c=0 d=0.00291588 t=3923
mang qian 	盲签	c=1 d=0.000675539 t=3923
mao bing 	毛病	c=2 d=0.0544757 t=3923
mao mao 	毛毛	c=1 d=3.43184e-07 t=3923
mao mao 	猫猫	c=1 d=0.511709 t=3923
mao wei 	冇味	c=1 d=0.000617396 t=3923
me you 	么有	c=3 d=0.007935 t=3923
mei 	每	c=0 d=0.0131336 t=3923
mei 	没	c=35 d=0.967246 t=3923
mei chuan 	没传	c=1 d=0.00353515 t=3923
mei ci 	每次	c=2 d=0.11717 t=3923
mei deng 	没登	c=1 d=0.0665368 t=3923
mei fa 	没法	c=4 d=1.18231 t=3923
mei fa bi 	没法比	c=1 d=0.090718 t=3923
mei fa xian 	没发现	c=1 d=1.48899e-07 t=3923
mei gai 	没改	c=3 d=0.990099 t=3923
mei gao 	没搞	c=1 d=0.348192 t=3923
mei gei 	没给	c=1 d=7.35596e-06 t=3923
mei huo qu 	没获取	c=1 d=3.97693e-06 t=3923
mei ji ge 	没几个	c=1 d=0.621885 t=3923
mei ju 	枚举	c=1 d=0.0695994 t=3923
mei kai 	没开	c=0 d=1.72966e-06 t=3923
mei kai de 	没开的	c=1 d=1.73833e-05 t=3923
mei kan 	没看	c=1 d=0.33454 t=3923
mei kong 	没空	c=1 d=4.67905e-07 t=3923
mei le 	没了	c=1 d=0.0523397 t=3923
mei li 	美丽	c=1 d=8.44096e-07 t=3923
mei mai 	没买	c=1 d=0.0200405 t=3923
mei mao bing 	没毛病	c=1 d=0.00138093 t=3923
mei ne 	没呢	c=1 d=0.344728 t=3923
mei pao 	没跑	c=1 d=1.29759e-06 t=3923
mei pei 	没配	c=1 d=1 t=244
mei qian 	没钱	c=1 d=0.212248 t=3923
mei qu guo 	没去过	c=1 d=0.25924 t=3923
mei sheng 	没声	c=1 d=0.210136 t=3923
mei shi 	没事	c=1 d=0.0898153 t=3923
mei shi guo 	没试过	c=1 d=0.0792617 t=3923
mei shuo 	没说	c=1 d=1.94548e-06 t=3923
mei tian 	每天	c=0 d=0.1 t=274
mei tian kan 	每天看	c=1 d=1 t=275
mei wei 	没味	c=1 d=0.00224287 t=3923
mei xi zao 	没洗澡	c=0 d=0.0759572 t=3923
mei xiang dao 	没想到	c=1 d=0.806541 t=3923
mei xiao shi 	每小时	c=1 d=0.131994 t=3923
mei yan 	美颜	c=2 d=1.67056 t=3923
mei yi si 	没意思	c=1 d=0.154896 t=3923
mei yin 	没音	c=2 d=0.108072 t=3923
mei yong 	没用	c=2 d=0.869358 t=3923
mei you 	没有	c=11 d=0.988862 t=3923
mei you jie ti 	没有解体	c=1 d=0.88692 t=3923
mei you ya 	没有呀	c=1 d=0.625002 t=3923
mei za 	没咋	c=1 d=0.000288735 t=3923
mei zhao 	没招	c=1 d=0.412714 t=3923
men kan 	门槛	c=0 d=0.00342181 t=3923
meng 	梦	c=3 d=0.0522586 t=3923
mi ji 	密集	c=1 d=0.767206 t=3923
mi ma 	密码	c=7 d=0.94415 t=3923
mi ma chang du 	密码长度	c=1 d=0.0376283 t=3923
mi yue 	密钥	c=1 d=0.794534 t=3923
mian 	面	c=0 d=0.0529935 t=3923
mian dui xian shi 	面对现实	c=1 d=0.918512 t=3923
mian fei 	免费	c=2 d=0.557106 t=3923
mian qian 	面前	c=1 d=0.240508 t=3923
mian shi 	面试	c=1 d=0.0850088 t=3923
mian zi 	面子	c=1 d=0.286505 t=3923
miao 	秒	c=3 d=0.771052 t=3923
miao ji 	秒级	c=1 d=2.67272e-07 t=3923
miao shu 	描述	c=1 d=0.327915 t=3923
miao shu fu 	描述符	c=1 d=7.79066e-05 t=3923
miao xiao 	渺小	c=1 d=5.38219e-07 t=3923
mie 	咩	c=2 d=0.414887 t=3923
mie you 	咩有	c=1 d=6.44256e-05 t=3923
ming 	名	c=1 d=0.0845416 t=3923
ming 	明	c=1 d=3.24818e-07 t=3923
ming bai 	明白	c=3 d=0.965934 t=3923
ming cheng 	名称	c=4 d=0.36441 t=3923
ming hou tian 	明后天	c=1 d=0.0632918 t=3923
ming ling 	命令	c=0 d=0.083527 t=3923
ming lu 	名录	c=0 d=0.0701173 t=3923
ming pian 	名片	c=5 d=0.320532 t=3923
ming tian 	明天	c=3 d=0.900613 t=3923
ming xia 	名下	c=1 d=1 t=285
ming xian 	明显	c=1 d=0.918512 t=3923
ming zao 	明早	c=1 d=0.00362464 t=3923
ming zi 	名字	c=3 d=0.71177 t=3923
mo 	墨	c=2 d=0.0519849 t=3923
mo 	摸	c=0 d=0.0631284 t=3923
mo bu dong 	摸不动	c=1 d=0.634448 t=3923
mo hu 	模糊	c=1 d=0.00023056 t=3923
mo huang 	莫慌	c=1 d=0.0247235 t=3923
mo ni 	模拟	c=2 d=0.0522666 t=3923
mo ni bao 	模拟包	c=1 d=0.00174675 t=3923
mo ni de hua 	模拟的话	c=1 d=0.000231716 t=3923
mo ren 	默认	c=5 d=1.25138 t=3923
mo ren zhi 	默认值	c=1 d=0.0181334 t=3923
mo wei 	末尾	c=1 d=0.0448245 t=3923
mo xing 	模型	c=5 d=1.57309 t=3923
mo yu 	摸鱼	c=1 d=0.351692 t=3923
mu guang 	目光	c=1 d=1 t=3722
mu qian 	目前	c=1 d=6.17606e-08 t=3923
mu shi 	目视	c=1 d=1 t=3713
n chuang 	嗯床	c=1 d=0.00637737 t=3923
na 	哪	c=0 d=0.000396599 t=3923
na 	拿	c=2 d=0.909373 t=3923
na 	那	c=3 d=1.00004 t=3923
na bian 	那边	c=3 d=0.130177 t=3923
na bu dao 	拿不到	c=1 d=5.61539e-06 t=3923
na bu dui 	拿不对	c=1 d=5.40825e-05 t=3923
na bu fen 	那部分	c=1 d=1.66614e-06 t=3923
na dao 	拿到	c=1 d=0.715338 t=3923
na ge 	哪个	c=8 d=0.0685632 t=3923
na ge 	那个	c=4 d=0.918141 t=3923
na ge biao 	那个表	c=1 d=0.56836 t=3923
na ge hao 	哪个号	c=2 d=7.51037e-07 t=3923
na gu ji 	拿估计	c=1 d=5.54516e-05 t=3923
na hao 	那好	c=1 d=0.127454 t=3923
na jiu 	那就	c=1 d=3.82099e-06 t=3923
na jiu shi 	那就是	c=1 d=0.65377 t=3923
na jiu shi le 	那就是了	c=1 d=0.782705 t=3923
na ke 	那可	c=1 d=0.00115923 t=3923
na lai 	拿来	c=1 d=6.85982e-08 t=3923
na le 	拿了	c=1 d=0.0275983 t=3923
na li 	哪里	c=3 d=0.00371433 t=3923
na li 	那里	c=7 d=0.0366327 t=3923
na miao 	纳秒	c=1 d=0.00194986 t=3923
na ni 	那你	c=4 d=0.891071 t=3923
na nie 	拿捏	c=0 d=0.0918512 t=3923
na nie zhu le 	拿捏住了	c=1 d=0.923116 t=3923
na sha 	拿啥	c=1 d=3.42298e-06 t=3923
na sha 	那啥	c=1 d=0.279431 t=3923
na tai 	那太	c=0 d=0.067368 t=3923
na tai hao 	那太好	c=1 d=0.677057 t=3923
na tie 	拿铁	c=7 d=0.329559 t=3923
na wei 	哪位	c=1 d=0.831104 t=3923
na wo ba 	那我把	c=1 d=1.43753e-05 t=3923
na ye 	那也	c=1 d=0.180866 t=3923
na yi ge 	哪一个	c=1 d=0.00137404 t=3923
na yi ge 	拿一个	c=1 d=0.00477195 t=3923
na yi kuai 	哪一块	c=1 d=0.000184106 t=3923
na yi kuai 	那一块	c=1 d=0.0220377 t=3923
na zai 	那在	c=1 d=0.40657 t=3923
na zhang 	哪张	c=0 d=0.00611149 t=3923
na zhang biao 	哪张表	c=1 d=0.0614212 t=3923
na zhong 	那种	c=4 d=0.609571 t=3923
na zuo shan 	哪座山	c=1 d=0.00398587 t=3923
nai nai 	奶奶	c=0 d=0.0527292 t=3923
nai niu mao 	奶牛猫	c=1 d=6.20596e-06 t=3923
nai you 	奶油	c=0 d=0.0499074 t=3923
nai you chi tu le 	奶油吃吐了	c=1 d=0.501576 t=3923
nan 	难	c=1 d=0.826959 t=3923
nan shou 	难受	c=2 d=0.571243 t=3923
nan shou de 	难受的	c=1 d=7.43115e-08 t=3923
nan yong 	难用	c=1 d=0.995012 t=3923
nao zi 	脑子	c=1 d=0.170333 t=3923
ne 	呢	c=6 d=1.33534 t=3923
nei 	内	c=1 d=0.000297529 t=3923
nei bu 	内部	c=2 d=0.740818 t=3923
nei cun 	内存	c=1 d=0.000157671 t=3923
nei rong 	内容	c=1 d=0.00406639 t=3923
neng 	能	c=1 d=0.551563 t=3923
neng bu neng 	能不能	c=1 d=0.0689068 t=3923
neng kan 	能看	c=1 d=1.95524e-06 t=3923
neng xie 	能写	c=0 d=0.033454 t=3923
neng xie bu neng xie 	能写不能写	c=1 d=0.336216 t=3923
neng you 	能有	c=1 d=0.00396599 t=3923
ni 	你	c=12 d=1.35487 t=3923
ni 	腻	c=1 d=0.0330412 t=3923
ni ba 	你把	c=7 d=0.835479 t=3923
ni ba 	泥巴	c=1 d=0.201897 t=3923
ni ba ta 	你把他	c=1 d=8.02929e-07 t=3923
ni bang wo 	你帮我	c=1 d=0.100259 t=3923
ni bu 	你不	c=1 d=0.236928 t=3923
ni bu dui jin 	你不对劲	c=1 d=0.142987 t=3923
ni bu shi 	你不是	c=1 d=0.752014 t=3923
ni bu shi shuo 	你不是说	c=1 d=8.00856e-06 t=3923
ni bu yao 	你不要	c=2 d=0.786628 t=3923
ni cheng 	昵称	c=1 d=0.0267827 t=3923
ni chu 	你出	c=1 d=0.0689068 t=3923
ni da 	你打	c=0 d=0.0162838 t=3923
ni da guo lai 	你打过来	c=1 d=0.163654 t=3923
ni dai wo 	你带我	c=1 d=0.0343896 t=3923
ni dao ru 	你导入	c=1 d=1.24973e-05 t=3923
ni de 	你的	c=6 d=0.88692 t=3923
ni dian ji 	你点击	c=1 d=0.0518189 t=3923
ni fa de 	你发的	c=1 d=7.28276e-06 t=3923
ni fa gei 	你发给	c=1 d=9.56486e-07 t=3923
ni gai 	你该	c=1 d=6.89303e-06 t=3923
ni gu ji 	你估计	c=1 d=0.366045 t=3923
ni hai zai 	你还在	c=0 d=0.00497871 t=3923
ni hai zai ma 	你还在吗	c=2 d=0.496625 t=3923
ni hao 	你好	c=2 d=0.389716 t=3923
ni hao wu liao ya 	你好无聊呀	c=1 d=0.149569 t=3923
ni hao ya 	你好呀	c=4 d=1.41493 t=3923
ni hao yong 	你好勇	c=1 d=0.000335463 t=3923
ni ji de 	你记得	c=1 d=0.128093 t=3923
ni jia li 	你家里	c=1 d=0.431711 t=3923
ni jie yi ge 	你接一个	c=1 d=0.000314351 t=3923
ni jiu 	你就	c=3 d=0.0112431 t=3923
ni jiu gai 	你就该	c=1 d=0.00231117 t=3923
ni jiu shi 	你就是	c=1 d=0.000171659 t=3923
ni ju ben 	你剧本	c=1 d=0.0131019 t=3923
ni kan 	你看	c=2 d=2.69572e-06 t=3923
ni kan kan 	你看看	c=1 d=0.121846 t=3923
ni kan xia 	你看下	c=3 d=0.00362653 t=3923
ni ke neng 	你可能	c=1 d=2.74038e-07 t=3923
ni ke yi 	你可以	c=3 d=0.955997 t=3923
ni lai 	你来	c=1 d=2.41796e-05 t=3923
ni ma 	你妈	c=0 d=0.000481991 t=3923
ni mei 	你没	c=1 d=0.162026 t=3923
ni men 	你们	c=2 d=0.737964 t=3923
ni ming 	匿名	c=1 d=0.0174224 t=3923
ni ming tian 	你明天	c=1 d=0.290835 t=3923
ni na 	你那	c=1 d=8.37717e-06 t=3923
ni na bian 	你那边	c=1 d=0.0015648 t=3923
ni na li 	你那里	c=1 d=0.000645813 t=3923
ni nai nai 	你奶奶	c=1 d=0.529935 t=3923
ni neng 	你能	c=0 d=0.011475 t=3923
ni neng xie 	你能写	c=1 d=0.115325 t=3923
ni shi bu shi 	你是不是	c=2 d=0.822835 t=3923
ni shi fou 	你是否	c=1 d=0.955997 t=3923
ni shi shi 	你试试	c=1 d=0.000256085 t=3923
ni shi yi xia 	你试一下	c=1 d=0.00404611 t=3923
ni shuo 	你说	c=1 d=0.00324708 t=3923
ni ta ma 	你他妈	c=1 d=0.0858632 t=3923
ni wang ji 	你忘记	c=1 d=0.00326335 t=3923
ni wei sha 	你为啥	c=1 d=0.304221 t=3923
ni xian ba 	你先把	c=0 d=0.000514361 t=3923
ni xian ba zhe ge hao 	你先把这个号	c=1 d=0.00516939 t=3923
ni xian zai 	你现在	c=1 d=1.2625e-07 t=3923
ni xiang 	你想	c=1 d=2.61303e-06 t=3923
ni xie 	你写	c=1 d=0.135335 t=3923
ni yao 	你要	c=1 d=0.438555 t=3923
ni yao ba 	你要把	c=1 d=0.00323088 t=3923
ni yao shi 	你要是	c=1 d=0.856415 t=3923
ni yi ge ren 	你一个人	c=1 d=0.290835 t=3923
ni you kong 	你有空	c=1 d=0.0678809 t=3923
ni zai 	你再	c=2 d=0.00414697 t=3923
ni zai 	你在	c=2 d=0.647265 t=3923
ni zhe 	你这	c=1 d=0.904837 t=3923
ni zhe ge 	你这个	c=2 d=0.482222 t=3923
ni zhe li 	你这里	c=1 d=0.56836 t=3923
ni zhe ren 	你这人	c=2 d=1 t=3923
ni zhe shi 	你这是	c=2 d=0.000710794 t=3923
ni zhi jie 	你直接	c=2 d=2.38778e-05 t=3923
ni zhu ji 	你主机	c=1 d=0.168638 t=3923
ni zi ji 	你自己	c=1 d=0.0507928 t=3923
ni zui jin 	你最近	c=1 d=0.600496 t=3923
nian 	年	c=1 d=0.00711891 t=3923
nian 	念	c=1 d=0.516851 t=3923
nian dao 	念叨	c=1 d=0.110251 t=3923
nian hui 	年会	c=1 d=0.101774 t=3923
nian jia 	年假	c=3 d=0.0218796 t=3923
nian qian 	年前	c=1 d=0.479505 t=3923
nian qing ren 	年轻人	c=1 d=0.12307 t=3923
niu bi 	牛逼	c=1 d=0.0356146 t=3923
niu shao 	牛少	c=1 d=0.839457 t=3923
nong 	弄	c=2 d=0.918567 t=3923
nong bu lian 	弄不练	c=1 d=0.00125578 t=3923
nong chu 	弄出	c=0 d=0.0425283 t=3923
nong chu lai le 	弄出来了	c=1 d=0.427415 t=3923
nong le 	弄了	c=1 d=0.425283 t=3923
nong li 	农历	c=2 d=0.0139919 t=3923
nong yi ge 	弄一个	c=3 d=0.119253 t=3923
nu li 	努力	c=1 d=0.86417 t=3923
nue 	虐	c=1 d=1 t=3923
nuo dao 	挪到	c=1 d=0.337902 t=3923
nuo wo 	挪窝	c=1 d=0.444858 t=3923
nv de 	女的	c=1 d=0.427415 t=3923
nv ren 	女人	c=0 d=0.000316691 t=3923
o 	哦	c=6 d=2.53079 t=3923
o o 	哦哦	c=1 d=0.205975 t=3923
ou er 	偶尔	c=1 d=0.697676 t=3923
pa 	怕	c=1 d=0.00302755 t=3923
pa shan 	爬山	c=1 d=0.00369786 t=3923
pai 	派	c=1 d=0.449329 t=3923
pai dao 	排到	c=1 d=3.81113e-05 t=3923
pai dui 	排队	c=3 d=2.88924 t=3672
pai wan 	拍完	c=1 d=0.980199 t=3923
pai xu 	排序	c=1 d=0.951229 t=3923
pan 	潘	c=1 d=1.76917e-06 t=3923
pan duan 	判断	c=2 d=1.00427 t=3923
pan kong 	判空	c=1 d=0.092089 t=3923
pang 	胖	c=0 d=0.0847894 t=3923
pang bai 	旁白	c=3 d=0.640272 t=3923
pao 	抛	c=0 d=8.69654e-06 t=3923
pao 	跑	c=4 d=2.77147 t=3923
pao bu 	跑不	c=0 d=0.1 t=3690
pao bu liao 	跑不了	c=1 d=1 t=3691
pao bu qi lai 	跑不起来	c=1 d=0.265803 t=3923
pao de 	抛的	c=1 d=7.61797e-06 t=3923
pao qi lai 	跑起来	c=1 d=0.0692522 t=3923
pao wan 	跑完	c=0 d=1.24671e-07 t=3923
pao wan le 	跑完了	c=1 d=1.25296e-06 t=3923
pao yi bo 	跑一波	c=1 d=0.0675424 t=3923
pao yi xia 	跑一下	c=1 d=0.0682212 t=3923
pei xun 	培训	c=1 d=0.00914087 t=3923
pei xun ban 	培训班	c=1 d=0.737123 t=3923
pei yin 	配音	c=5 d=0.43842 t=3923
pei zhi 	配置	c=15 d=1.92579 t=3923
peng you quan 	朋友圈	c=10 d=0.0806204 t=3923
peng you quan fu wu 	朋友圈服务	c=1 d=1.80056e-07 t=3923
pi 	批	c=0 d=0.0261846 t=3923
pi hua 	屁话	c=1 d=0.00240549 t=3923
pi li pa la 	噼里啪啦	c=1 d=0.024972 t=3923
pi liang 	批量	c=2 d=0.01244 t=3923
pi liang xie 	批量写	c=1 d=4.93169e-08 t=3923
pi pei 	匹配	c=2 d=0.00249178 t=3923
pi zai zi 	批仔子	c=1 d=0.271173 t=3923
piao 	票	c=1 d=0.501576 t=3923
pin wei 	品味	c=2 d=0.362647 t=3923
pin xie 	拼写	c=1 d=0.324652 t=3923
pin yin 	拼音	c=1 d=0.909373 t=3923
pin zhong 	品种	c=1 d=0.514274 t=3923
ping bao 	屏保	c=3 d=2.70017 t=3769
ping bi 	屏蔽	c=9 d=0.562705 t=3923
ping lun 	评论	c=5 d=0.0202518 t=3923
ping sha 	凭啥	c=0 d=0.000318278 t=3923
ping sha ya 	凭啥呀	c=1 d=0.00319873 t=3923
